accident_index,accident_year,accident_severity,number_of_vehicles,number_of_casualties,junction_control,junction_detail,pedestrian_crossing_physical_facilities,light_conditions,weather_conditions,road_surface_conditions,carriageway_hazards,road_type,date,time,day_of_week,longitude,latitude,geometry,MSOA11CD,LAD11CD,LAD11NM
2023010424105,2023,3,2,1,4,9,1,1,1,2,0,6,28/01/2023,14:21,7,-0.245606,51.536109,POINT (-27340.73485577275 6716678.736914812),E02000123,E09000005,Brent
2023010424106,2023,2,2,2,4,3,0,4,2,1,0,3,29/01/2023,00:51,1,-0.124726,51.577592,POINT (-13884.434808681839 6724106.091059521),E02000430,E09000014,Haringey
2023010424107,2023,2,3,2,-1,0,0,4,1,1,0,6,29/01/2023,00:55,1,0.052181,51.451386,POINT (5808.762349083808 6701530.44870185),E02000339,E09000011,Greenwich
2023010424115,2023,3,1,2,4,7,0,4,1,1,0,6,29/01/2023,00:00,1,-0.082093,51.597784,POINT (-9138.550957692209 6727723.835640756),E02000409,E09000014,Haringey
2023010424116,2023,3,1,1,4,3,0,4,1,1,2,6,28/01/2023,23:14,7,-0.42774,51.520375,POINT (-47615.79899191484 6713863.4020707),E02000517,E09000017,Hillingdon
2023010424118,2023,3,1,1,-1,0,4,7,1,1,0,6,29/01/2023,02:38,1,0.142833,51.457021,POINT (15900.096828475642 6702537.101068314),E02000079,E09000004,Bexley
2023010424119,2023,3,3,3,-1,0,0,4,1,1,0,3,29/01/2023,02:45,1,-0.166235,51.512612,POINT (-18505.19555201983 6712474.702031132),E02000974,E09000033,Westminster
2023010424120,2023,3,2,1,2,3,5,4,1,1,0,6,29/01/2023,04:07,1,-0.013356,51.511237,POINT (-1486.7831190349618 6712228.75703138),E02000883,E09000030,Tower Hamlets
2023010424122,2023,3,2,1,4,3,0,4,1,1,0,6,29/01/2023,02:30,1,-0.088377,51.553697,POINT (-9838.082637837138 6719826.966110879),E02000356,E09000012,Hackney
2023010424125,2023,2,1,1,2,7,9,4,9,9,9,3,29/01/2023,00:15,1,0.083946,51.573595,POINT (9344.825974132144 6723390.15025609),E02000773,E09000026,Redbridge
2023010424126,2023,3,3,2,4,6,0,4,1,1,0,6,28/01/2023,23:15,7,0.14702,51.557215,POINT (16366.191536427083 6720456.829631217),E02000007,E09000002,Barking and Dagenham
2023010424130,2023,3,1,1,-1,0,0,4,1,1,0,6,28/01/2023,22:34,7,0.038399,51.491914,POINT (4274.557126970913 6708773.254462794),E02000316,E09000011,Greenwich
2023010424138,2023,3,2,1,4,3,0,1,1,1,0,7,29/01/2023,09:30,1,-0.064059,51.5465,POINT (-7131.015260726312 6718538.565342114),E02000360,E09000012,Hackney
2023010424141,2023,3,2,1,4,3,5,1,1,1,0,6,29/01/2023,10:21,1,-0.017134,51.47632,POINT (-1907.3481552519495 6705985.671059079),E02006928,E09000011,Greenwich
2023010424152,2023,3,2,1,2,7,1,1,1,1,0,6,29/01/2023,11:25,1,0.007323,51.48594,POINT (815.1926310791423 6707705.2295893505),E02006930,E09000011,Greenwich
2023010424153,2023,2,3,1,-1,0,0,1,1,1,0,3,29/01/2023,07:41,1,-0.302963,51.531108,POINT (-33725.68688920254 6715783.7865401795),E02000248,E09000009,Ealing
2023010424157,2023,2,2,2,2,6,4,1,1,1,0,3,29/01/2023,11:40,1,-0.110402,51.484793,POINT (-12289.89442255899 6707500.1862562625),E02000620,E09000022,Lambeth
2023010424167,2023,3,2,1,1,5,0,1,1,1,0,3,29/01/2023,13:30,1,-0.27843,51.380991,POINT (-30994.685821571165 6688965.344013921),E02000614,E09000021,Kingston upon Thames
2023010424170,2023,3,2,1,-1,0,0,4,1,1,0,6,28/01/2023,17:29,7,-0.198521,51.49279,POINT (-22099.256631771463 6708929.8765044175),E02000591,E09000020,Kensington and Chelsea
2023010424171,2023,2,1,1,-1,0,1,1,8,1,9,3,23/01/2023,08:00,2,-0.066013,51.496659,POINT (-7348.533545736368 6709621.659858274),E02000810,E09000028,Southwark
2023010424181,2023,3,1,1,9,99,9,4,1,9,9,6,29/01/2023,02:30,1,-0.140822,51.573235,POINT (-15676.23333249037 6723325.670312028),E02000431,E09000014,Haringey
2023010424185,2023,3,2,1,2,6,9,4,8,1,0,9,28/01/2023,08:10,7,-0.310979,51.593028,POINT (-34618.023927401424 6726871.571552004),E02000444,E09000015,Harrow
2023010424186,2023,3,2,1,4,2,8,1,1,1,0,1,29/01/2023,16:12,1,-0.38633,51.483627,POINT (-43006.05887816538 6707291.751676546),E02000535,E09000018,Hounslow
2023010424193,2023,3,2,3,2,6,0,1,1,1,0,6,29/01/2023,16:04,1,0.109802,51.607737,POINT (12223.102728083024 6729507.678856296),E02000752,E09000026,Redbridge
2023010424202,2023,2,2,1,2,3,5,4,1,1,0,3,29/01/2023,17:30,1,-0.333329,51.593761,POINT (-37106.014546631086 6727002.917622519),E02000445,E09000015,Harrow
2023010424209,2023,3,2,3,-1,0,0,1,1,1,0,3,29/01/2023,13:00,1,-0.037737,51.682488,POINT (-4200.863624065764 6742917.568018659),E02000277,E09000010,Enfield
2023010424212,2023,2,1,2,4,3,5,4,1,2,0,6,29/01/2023,18:42,1,-0.075922,51.398487,POINT (-8451.598380006917 6692086.473550654),E02000200,E09000008,Croydon
2023010424214,2023,3,1,1,9,99,9,4,9,1,9,9,26/01/2023,17:45,5,0.009284,51.468298,POINT (1033.490152524752 6704552.029569899),E02000661,E09000023,Lewisham
2023010424215,2023,3,2,1,9,99,9,1,9,1,9,9,24/01/2023,16:35,3,-0.225552,51.531572,POINT (-25108.33378740444 6715866.817190115),E02000125,E09000005,Brent
2023010424216,2023,3,2,1,9,99,9,4,1,1,9,9,28/01/2023,20:35,7,-0.206816,51.588245,POINT (-23022.651807901668 6726014.5591180865),E02000060,E09000003,Barnet
2023010424217,2023,3,2,1,4,1,1,4,1,1,9,1,28/01/2023,23:55,7,-0.092533,51.397626,POINT (-10300.726441573983 6691932.850945151),E02000203,E09000008,Croydon
2023010424228,2023,3,2,1,4,3,4,4,1,1,0,6,29/01/2023,18:43,1,-0.083734,51.495287,POINT (-9321.22624208397 6709376.337356968),E02000812,E09000028,Southwark
2023010424233,2023,3,2,1,2,7,4,1,1,1,0,3,29/01/2023,16:45,1,-0.195703,51.494842,POINT (-21785.558306716015 6709296.770055755),E02000587,E09000020,Kensington and Chelsea
2023010424235,2023,3,1,1,9,99,1,4,2,2,0,2,25/01/2023,18:05,4,-0.063865,51.473576,POINT (-7109.419279512416 6705495.252233742),E02000829,E09000028,Southwark
2023010424236,2023,3,2,1,4,5,0,1,1,1,0,3,26/01/2023,16:20,5,-0.12764,51.599032,POINT (-14208.81980485344 6727947.489107509),E02000405,E09000014,Haringey
2023010424237,2023,3,3,3,4,3,0,4,1,1,0,6,29/01/2023,17:01,1,-0.460272,51.501113,POINT (-51237.24466640161 6710418.114856094),E02000521,E09000017,Hillingdon
2023010424239,2023,3,2,1,4,6,0,4,1,1,0,6,29/01/2023,18:08,1,-0.15074,51.521227,POINT (-16780.30004217806 6714015.828237996),E02000970,E09000033,Westminster
2023010424241,2023,3,1,1,4,3,0,1,1,1,0,9,29/01/2023,12:00,1,-0.296956,51.607437,POINT (-33056.990708007346 6729453.905134533),E02000434,E09000015,Harrow
2023010424243,2023,2,2,1,4,3,1,1,1,1,0,6,29/01/2023,16:30,1,-0.200298,51.597938,POINT (-22297.07136691111 6727751.433572675),E02000051,E09000003,Barnet
2023010424244,2023,3,3,1,4,3,0,4,1,1,0,6,29/01/2023,16:51,1,-0.001986,51.421576,POINT (-221.08050871544128 6696207.171977113),E02006784,E09000023,Lewisham
2023010424246,2023,3,2,1,9,9,5,1,1,1,0,6,29/01/2023,09:25,1,-0.1201,51.485381,POINT (-13369.470844272157 6707605.299369467),E02000621,E09000022,Lambeth
2023010424248,2023,2,2,1,4,6,0,1,1,1,0,6,29/01/2023,15:53,1,-0.268691,51.54522,POINT (-29910.54530073547 6718309.442186472),E02000113,E09000005,Brent
2023010424255,2023,3,1,1,-1,0,0,1,1,1,0,6,29/01/2023,15:45,1,0.080568,51.563143,POINT (8968.788734232465 6721518.290323854),E02000776,E09000026,Redbridge
2023010424258,2023,3,2,1,4,3,9,1,1,1,0,6,13/01/2023,13:05,6,0.031662,51.521491,POINT (3524.5977174966283 6714063.059460092),E02000741,E09000025,Newham
2023010424259,2023,3,2,1,-1,0,9,1,1,1,0,1,29/01/2023,14:40,1,0.060273,51.539643,POINT (6709.559668582978 6717311.2206510445),E02000728,E09000025,Newham
2023010424261,2023,3,2,1,-1,0,5,4,1,1,0,6,29/01/2023,18:17,1,-0.131337,51.426812,POINT (-14620.367962316172 6697141.931485955),E02000649,E09000022,Lambeth
2023010424272,2023,2,1,1,4,3,1,4,1,1,0,6,29/01/2023,22:14,1,-0.117134,51.495135,POINT (-13039.297234579308 6709349.15922516),E02006801,E09000022,Lambeth
2023010424273,2023,3,2,1,4,3,0,4,1,1,0,6,30/01/2023,03:00,2,-0.197456,51.471938,POINT (-21980.701374076627 6705202.516281023),E02000391,E09000013,Hammersmith and Fulham
2023010424284,2023,3,3,1,4,1,0,1,1,1,0,3,28/01/2023,12:15,7,-0.28005,51.379944,POINT (-31175.023396656266 6688778.606440474),E02000614,E09000021,Kingston upon Thames
2023010424285,2023,3,2,1,9,8,9,4,9,9,9,9,26/01/2023,20:40,5,-0.381731,51.435734,POINT (-42494.100540007115 6698734.982769252),E02000551,E09000018,Hounslow
2023010424286,2023,3,1,1,4,6,9,4,2,9,9,9,10/01/2023,21:10,3,-0.132078,51.51299,POINT (-14702.855704993986 6712542.315848335),E02000972,E09000033,Westminster
2023010424294,2023,3,2,3,4,2,8,4,1,1,0,6,30/01/2023,07:50,2,0.108794,51.409014,POINT (12110.892681363406 6693964.971250865),E02000140,E09000006,Bromley
2023010424301,2023,3,1,1,2,3,5,1,1,9,0,6,17/01/2023,15:25,3,0.03789,51.530241,POINT (4217.895506157135 6715628.643175619),E02000738,E09000025,Newham
2023010424304,2023,3,2,1,4,3,4,1,1,1,0,6,30/01/2023,08:35,2,-0.072626,51.500068,POINT (-8084.6893383522865 6710231.243145304),E02000809,E09000028,Southwark
2023010424308,2023,3,2,1,-1,0,0,1,1,1,0,7,28/01/2023,12:50,7,-0.427294,51.431165,POINT (-47566.15049902104 6697919.134522255),E02000552,E09000018,Hounslow
2023010424311,2023,3,2,1,4,3,9,7,9,9,9,9,27/01/2023,18:40,6,-0.164306,51.460929,POINT (-18290.46025427961 6703235.31024263),E02000930,E09000032,Wandsworth
2023010424312,2023,3,2,1,-1,0,0,1,1,1,0,1,29/01/2023,13:30,1,-0.103805,51.36735,POINT (-11555.519741795762 6686532.7395453295),E02000217,E09000008,Croydon
2023010424314,2023,2,1,1,4,3,0,1,1,1,0,6,27/01/2023,16:05,6,-0.250723,51.559827,POINT (-27910.356690161927 6720924.514221075),E02000106,E09000005,Brent
2023010424317,2023,3,2,1,-1,0,9,7,9,9,9,9,27/01/2023,21:40,6,-0.351065,51.442698,POINT (-39080.377035340585 6699978.643194292),E02000798,E09000027,Richmond upon Thames
2023010424319,2023,3,2,1,9,99,5,1,1,1,0,2,30/01/2023,09:41,2,-0.195928,51.457382,POINT (-21810.605192144503 6702601.595366747),E02000932,E09000032,Wandsworth
2023010424320,2023,3,4,2,-1,0,0,1,1,1,0,6,30/01/2023,11:16,2,-0.107146,51.390831,POINT (-11927.43816053609 6690720.56493074),E02000208,E09000008,Croydon
2023010424321,2023,3,2,1,4,3,0,4,1,1,0,6,30/01/2023,06:42,2,-0.094926,51.440704,POINT (-10567.113983042285 6699622.526908745),E02000642,E09000022,Lambeth
2023010424324,2023,3,2,1,3,99,9,1,1,1,9,9,27/01/2023,13:45,6,-0.231231,51.548717,POINT (-25740.51717561944 6718935.429058851),E02000114,E09000005,Brent
2023010424325,2023,3,2,2,-1,0,0,1,1,1,0,3,30/01/2023,10:57,2,-0.295005,51.597059,POINT (-32839.80638146967 6727593.911569215),E02000444,E09000015,Harrow
2023010424326,2023,3,1,1,-1,0,9,4,1,1,0,6,25/01/2023,00:12,4,-0.299625,51.595525,POINT (-33354.10242893459 6727319.016990926),E02000444,E09000015,Harrow
2023010424333,2023,3,2,1,4,3,0,4,1,1,0,9,26/01/2023,17:30,5,-0.11152,51.593962,POINT (-12414.349613265867 6727038.93512812),E02000412,E09000014,Haringey
2023010424335,2023,3,2,1,4,99,9,4,1,1,0,9,27/01/2023,17:55,6,-0.21591,51.535554,POINT (-24034.991257175694 6716579.412436657),E02000124,E09000005,Brent
2023010424337,2023,3,2,1,2,9,5,4,2,2,0,9,29/01/2023,18:53,1,-0.076282,51.398457,POINT (-8491.673396692495 6692081.120798008),E02000200,E09000008,Croydon
2023010424340,2023,3,2,1,4,3,1,4,1,2,0,6,29/01/2023,08:00,1,-0.20627,51.577185,POINT (-22961.87136592854 6724033.1865273835),E02000060,E09000003,Barnet
2023010424342,2023,3,2,2,2,3,1,1,1,1,0,2,30/01/2023,10:33,2,-0.191038,51.361455,POINT (-21266.252882165398 6685481.706306799),E02000851,E09000029,Sutton
2023010424344,2023,3,2,1,2,1,9,1,1,1,0,1,29/01/2023,13:10,1,-0.346938,51.535441,POINT (-38620.961496836746 6716559.189763374),E02000243,E09000009,Ealing
2023010424349,2023,3,2,2,4,3,0,1,1,1,0,3,30/01/2023,10:23,2,-0.333891,51.578005,POINT (-37168.57610045691 6724180.071018726),E02000455,E09000015,Harrow
2023010424350,2023,3,2,1,-1,0,0,4,1,1,0,2,28/01/2023,18:40,7,-0.048696,51.493962,POINT (-5420.81392366925 6709139.425769376),E02000813,E09000028,Southwark
2023010424355,2023,3,2,1,4,3,0,1,1,2,0,6,30/01/2023,08:21,2,-0.23423,51.464134,POINT (-26074.36432850847 6703807.96499965),E02000933,E09000032,Wandsworth
2023010424359,2023,3,2,1,4,6,1,1,9,9,0,6,28/01/2023,15:12,7,-0.190901,51.527698,POINT (-21251.00211192672 6715173.608803028),E02000965,E09000033,Westminster
2023010424361,2023,3,2,1,4,3,0,1,1,1,0,6,29/01/2023,14:50,1,-0.285982,51.556759,POINT (-31835.370616041964 6720375.184539352),E02000109,E09000005,Brent
2023010424363,2023,3,2,1,4,3,9,4,1,9,9,2,29/01/2023,18:49,1,-0.315087,51.511608,POINT (-35075.32439558019 6712295.116732787),E02000256,E09000009,Ealing
2023010424365,2023,2,2,1,4,7,0,1,1,1,0,6,30/01/2023,07:42,2,-0.016054,51.408595,POINT (-1787.1231051952136 6693890.194246242),E02000138,E09000006,Bromley
2023010424367,2023,3,2,1,4,3,0,1,1,1,0,6,30/01/2023,08:45,2,-0.080066,51.426199,POINT (-8912.906349854242 6697032.489819929),E02000839,E09000028,Southwark
2023010424369,2023,3,2,1,4,3,0,1,1,1,0,6,30/01/2023,14:00,2,-0.285099,51.408255,POINT (-31737.075505671502 6693829.51651221),E02000603,E09000021,Kingston upon Thames
2023010424374,2023,3,2,1,4,3,0,1,1,1,0,6,30/01/2023,10:00,2,-0.216301,51.563904,POINT (-24078.51717807587 6721654.5641087955),E02000062,E09000003,Barnet
2023010424377,2023,3,2,1,4,8,0,1,1,1,0,6,30/01/2023,12:05,2,-0.170291,51.595496,POINT (-18956.70740667735 6727313.820246728),E02000052,E09000003,Barnet
2023010424383,2023,3,2,1,4,3,4,1,1,1,0,6,30/01/2023,09:15,2,-0.077902,51.528778,POINT (-8672.010971777598 6715366.8566309735),E02000371,E09000012,Hackney
2023010424385,2023,3,1,1,9,99,9,4,1,1,0,6,28/01/2023,18:53,7,-0.170789,51.486704,POINT (-19012.1445130924 6707841.8088301),E02000595,E09000020,Kensington and Chelsea
2023010424388,2023,3,2,1,4,3,1,1,1,1,0,6,16/01/2023,14:15,2,-0.197806,51.497769,POINT (-22019.66319585427 6709820.140463607),E02000587,E09000020,Kensington and Chelsea
2023010424389,2023,3,1,1,4,6,0,1,2,1,0,6,30/01/2023,09:03,2,-0.084227,51.502075,POINT (-9376.106751045052 6710590.147912818),E02000812,E09000028,Southwark
2023010424390,2023,3,2,1,4,3,9,4,1,2,9,9,28/01/2023,19:30,7,-0.25196,51.587766,POINT (-28048.058900273212 6725928.7374200225),E02000094,E09000005,Brent
2023010424393,2023,3,2,1,4,9,0,4,1,1,0,6,28/01/2023,17:25,7,-0.084999,51.419346,POINT (-9462.04539793746 6695809.092633405),E02000194,E09000008,Croydon
2023010424394,2023,3,2,1,4,5,8,1,1,1,0,6,30/01/2023,09:30,2,-0.465758,51.49864,POINT (-51847.94339289352 6709975.88853943),E02000522,E09000017,Hillingdon
2023010424397,2023,3,2,2,2,7,4,1,1,1,0,3,30/01/2023,16:15,2,-0.217361,51.553758,POINT (-24196.515838316736 6719837.887149735),E02000107,E09000005,Brent
2023010424400,2023,3,2,1,4,3,9,1,1,1,0,6,09/01/2023,11:58,2,-0.074561,51.489705,POINT (-8300.09255303727 6708378.315668222),E02000819,E09000028,Southwark
2023010424402,2023,3,2,1,-1,0,9,1,8,1,0,9,30/01/2023,08:55,2,0.065229,51.588899,POINT (7261.259064954441 6726131.736759873),E02006925,E09000026,Redbridge
2023010424412,2023,3,1,1,4,9,0,4,8,1,0,6,30/01/2023,17:24,2,-0.162845,51.464323,POINT (-18127.822478230635 6703841.735911924),E02000930,E09000032,Wandsworth
2023010424413,2023,3,2,1,9,99,9,1,1,1,0,9,28/01/2023,16:46,7,-0.137354,51.594186,POINT (-15290.177338419298 6727079.074227616),E02000410,E09000014,Haringey
2023010424414,2023,3,2,1,-1,0,0,4,1,1,0,6,28/01/2023,19:25,7,-0.284119,51.559861,POINT (-31627.982404694096 6720930.602176141),E02000109,E09000005,Brent
2023010424416,2023,3,1,1,-1,0,0,1,1,1,0,9,30/01/2023,08:05,2,0.03147,51.547942,POINT (3503.224375264319 6718796.694618358),E02000720,E09000025,Newham
2023010424418,2023,3,2,1,4,3,4,1,1,1,0,6,30/01/2023,14:20,2,0.016688,51.519618,POINT (1857.6996623581497 6713727.974171234),E02000743,E09000025,Newham
2023010424420,2023,2,1,1,2,1,5,4,1,2,0,3,30/01/2023,18:10,2,-0.401373,51.516376,POINT (-44680.63797816859 6713148.003266322),E02000519,E09000017,Hillingdon
2023010424424,2023,3,2,1,-1,0,0,4,1,1,0,6,30/01/2023,17:32,2,-0.243088,51.509751,POINT (-27060.432377955283 6711962.965908616),E02000374,E09000013,Hammersmith and Fulham
2023010424428,2023,3,2,1,4,9,1,1,1,1,0,6,30/01/2023,16:53,2,-0.256058,51.492742,POINT (-28504.246173544045 6708921.294396802),E02006792,E09000018,Hounslow
2023010424431,2023,3,2,1,4,6,9,1,1,1,9,9,30/01/2023,15:21,2,0.060617,51.538945,POINT (6747.853573415863 6717186.294957042),E02000728,E09000025,Newham
2023010424436,2023,3,2,1,4,3,0,1,1,1,0,6,29/01/2023,17:15,1,-0.112346,51.581332,POINT (-12506.299512661111 6724776.055164538),E02000424,E09000014,Haringey
2023010424439,2023,3,1,1,-1,0,9,4,9,9,9,9,30/01/2023,19:57,2,-0.140039,51.470025,POINT (-15589.070171199235 6704860.646877155),E02000629,E09000022,Lambeth
2023010424440,2023,3,1,1,4,3,9,1,1,1,9,9,18/01/2023,15:10,4,-0.138514,51.359544,POINT (-15419.307947739495 6685141.018713889),E02000858,E09000029,Sutton
2023010424441,2023,3,1,1,4,2,1,1,1,1,2,6,29/01/2023,14:53,1,-0.06415,51.469902,POINT (-7141.145334388499 6704838.666219331),E02000832,E09000028,Southwark
2023010424443,2023,3,1,1,-1,0,0,4,1,1,0,6,30/01/2023,20:44,2,-0.433321,51.511466,POINT (-48237.0730700321 6712269.717537952),E02000520,E09000017,Hillingdon
2023010424445,2023,3,1,1,-1,0,0,4,1,1,0,6,30/01/2023,21:15,2,0.162185,51.568537,POINT (18054.351614307074 6722484.253854097),E02000480,E09000016,Havering
2023010424448,2023,3,2,1,-1,0,5,4,1,1,0,6,30/01/2023,19:00,2,-0.227364,51.371551,POINT (-25310.044704721855 6687281.828161365),E02000848,E09000029,Sutton
2023010424452,2023,3,2,1,4,3,0,4,1,1,0,1,30/01/2023,18:05,2,-0.241353,51.597409,POINT (-26867.293061428954 6727656.633275839),E02000053,E09000003,Barnet
2023010424453,2023,3,2,1,4,3,1,4,1,1,0,6,30/01/2023,21:30,2,-0.213293,51.560773,POINT (-23743.668149769703 6721093.904316406),E02000063,E09000003,Barnet
2023010424454,2023,2,2,1,4,3,0,4,8,1,0,6,30/01/2023,17:58,2,-0.381146,51.559603,POINT (-42428.97863789305 6720884.405454406),E02006796,E09000017,Hillingdon
2023010424460,2023,3,2,1,4,3,0,4,1,1,0,9,27/01/2023,20:18,6,-0.079283,51.546309,POINT (-8825.743188563109 6718504.375462086),E02000365,E09000012,Hackney
2023010424461,2023,3,2,1,-1,0,0,4,1,1,0,2,30/01/2023,01:22,2,0.01191,51.517497,POINT (1325.8151353478884 6713348.53758043),E02000743,E09000025,Newham
2023010424462,2023,3,2,1,4,6,9,4,1,1,0,6,30/01/2023,20:03,2,-0.287866,51.601838,POINT (-32045.096536696492 6728450.373434486),E02000442,E09000015,Harrow
2023010424481,2023,3,2,1,2,3,9,1,1,1,0,6,31/01/2023,07:10,3,-0.178963,51.53352,POINT (-19922.070030836618 6716215.411998514),E02000962,E09000033,Westminster
2023010424484,2023,3,1,1,2,3,4,1,1,1,0,6,31/01/2023,08:08,3,-0.099524,51.582492,POINT (-11078.961001709758 6724983.862721068),E02000419,E09000014,Haringey
2023010424487,2023,3,1,1,-1,0,1,1,1,1,0,6,31/01/2023,07:15,3,0.027702,51.591963,POINT (3083.7725339552644 6726680.738268751),E02000759,E09000026,Redbridge
2023010424488,2023,2,1,1,4,3,0,1,1,1,0,3,31/01/2023,07:27,3,-0.216497,51.477714,POINT (-24100.33579827135 6706234.823701972),E02000393,E09000013,Hammersmith and Fulham
2023010424492,2023,3,2,1,4,3,0,1,1,1,0,6,30/01/2023,14:20,2,-0.201596,51.654232,POINT (-22441.564065960778 6737846.00845077),E02000024,E09000003,Barnet
2023010424497,2023,2,2,1,4,6,0,1,1,1,0,6,31/01/2023,09:44,3,-0.232344,51.502881,POINT (-25864.415768872354 6710734.286513062),E02000376,E09000013,Hammersmith and Fulham
2023010424501,2023,2,2,1,2,3,0,1,1,2,0,7,29/01/2023,14:10,1,-0.129316,51.423093,POINT (-14395.391271422965 6696477.984138357),E02000651,E09000022,Lambeth
2023010424505,2023,2,2,1,4,6,9,1,9,9,9,9,26/01/2023,09:35,5,-0.042216,51.542972,POINT (-4699.4636233288375 6717907.060244046),E02000366,E09000012,Hackney
2023010424509,2023,3,2,2,2,3,4,1,1,1,0,6,31/01/2023,09:00,3,-0.114037,51.510822,POINT (-12694.540771592538 6712154.527817053),E02000977,E09000033,Westminster
2023010424511,2023,3,2,1,9,99,0,1,1,1,0,2,29/01/2023,13:30,1,-0.062708,51.61224,POINT (-6980.622628664599 6730314.865119115),E02000309,E09000010,Enfield
2023010424513,2023,2,1,1,-1,0,0,1,1,1,0,2,13/01/2023,10:13,6,-0.304538,51.459174,POINT (-33901.015087201944 6702921.751900283),E02000791,E09000027,Richmond upon Thames
2023010424514,2023,3,1,1,4,3,9,1,1,1,6,7,31/01/2023,09:40,3,0.055422,51.456581,POINT (6169.548818744807 6702458.49374886),E02000339,E09000011,Greenwich
2023010424519,2023,3,1,1,-1,0,1,1,1,1,0,6,30/01/2023,16:45,2,0.180363,51.594082,POINT (20077.917317947198 6727060.438192518),E02000471,E09000016,Havering
2023010424520,2023,3,2,1,4,6,1,1,9,1,0,3,31/01/2023,11:25,3,-0.057159,51.532762,POINT (-6362.910774252725 6716079.766044463),E02000865,E09000030,Tower Hamlets
2023010424523,2023,3,2,1,4,8,9,1,1,1,0,6,31/01/2023,09:05,3,0.184049,51.532736,POINT (20488.240961011208 6716075.113320936),E02000491,E09000016,Havering
2023010424526,2023,3,2,1,2,9,9,4,1,1,0,2,28/01/2023,21:45,7,-0.120166,51.474672,POINT (-13376.81793066451 6705691.130267026),E02000623,E09000022,Lambeth
2023010424527,2023,3,2,1,2,9,0,1,1,1,0,3,31/01/2023,08:45,3,-0.363879,51.590522,POINT (-40506.824990365596 6726422.538103483),E02000447,E09000015,Harrow
2023010424532,2023,3,2,1,9,99,9,1,9,9,9,9,27/01/2023,15:15,6,-0.057899,51.631836,POINT (-6445.287197439746 6733828.48321355),E02000300,E09000010,Enfield
2023010424535,2023,3,2,1,-1,0,0,1,1,1,0,3,31/01/2023,12:15,3,0.012188,51.489462,POINT (1356.7619537884182 6708334.871781241),E02006929,E09000011,Greenwich
2023010424539,2023,3,2,1,9,8,9,1,1,1,0,1,30/01/2023,17:15,2,-0.149242,51.645154,POINT (-16613.543444969735 6736217.304641101),E02000026,E09000003,Barnet
2023010424541,2023,3,2,1,4,6,1,1,1,1,0,6,30/01/2023,15:45,2,-0.238008,51.394787,POINT (-26494.929364725456 6691426.3272065595),E02000708,E09000024,Merton
2023010424542,2023,3,3,1,4,9,4,1,1,1,0,3,31/01/2023,12:38,3,-0.041563,51.398817,POINT (-4626.77199584083 6692145.354061474),E02006787,E09000006,Bromley
2023010424546,2023,3,2,1,-1,0,9,1,1,1,0,9,17/01/2023,08:25,3,-0.285602,51.517367,POINT (-31793.06920954052 6713325.281786997),E02000257,E09000009,Ealing
2023010424547,2023,3,2,1,2,3,0,1,1,1,0,6,31/01/2023,08:50,3,-0.21601,51.530043,POINT (-24046.123206255023 6715593.212925471),E02000124,E09000005,Brent
2023010424551,2023,3,2,1,4,9,0,1,1,1,0,3,31/01/2023,13:13,3,-0.231937,51.36734,POINT (-25819.10873611949 6686530.956507548),E02000855,E09000029,Sutton
2023010424553,2023,3,1,2,4,3,0,1,1,1,0,6,31/01/2023,08:30,3,-0.064131,51.497887,POINT (-7139.030264063427 6709841.240487871),E02000810,E09000028,Southwark
2023010424554,2023,3,4,1,4,3,0,1,1,1,0,6,31/01/2023,10:18,3,-0.217601,51.380603,POINT (-24223.23251610712 6688896.14181708),E02000842,E09000029,Sutton
2023010424557,2023,3,2,1,4,3,9,1,1,1,9,9,30/01/2023,15:15,2,0.067376,51.586253,POINT (7500.2620116876005 6725657.661464702),E02006925,E09000026,Redbridge
2023010424559,2023,3,2,1,-1,0,8,1,1,1,0,6,31/01/2023,08:26,3,-0.297916,51.48628,POINT (-33163.85741916889 6707766.010644261),E02000528,E09000018,Hounslow
2023010424560,2023,3,2,1,4,3,0,1,1,1,0,6,31/01/2023,08:45,3,0.093646,51.477164,POINT (10424.625034826895 6706136.520099816),E02000329,E09000011,Greenwich
2023010424563,2023,3,2,1,4,6,0,1,1,1,0,9,30/01/2023,16:40,2,-0.112651,51.567363,POINT (-12540.251957353063 6722274.002869115),E02000556,E09000019,Islington
2023010424565,2023,2,1,1,-1,0,5,1,1,1,0,6,31/01/2023,09:00,3,-0.214968,51.582821,POINT (-23930.12829684843 6725042.802209212),E02000057,E09000003,Barnet
2023010424566,2023,3,1,1,-1,0,0,1,1,1,0,3,31/01/2023,08:00,3,-0.068874,51.474647,POINT (-7667.018608895924 6705686.662193743),E02000828,E09000028,Southwark
2023010424568,2023,3,2,1,4,6,0,1,1,1,0,6,31/01/2023,16:04,3,-0.020299,51.439791,POINT (-2259.6743436126603 6699459.475844853),E02000672,E09000023,Lewisham
2023010424569,2023,3,2,1,4,3,0,4,1,1,0,3,27/01/2023,19:55,6,-0.214174,51.55594,POINT (-23841.740621158573 6720228.547712571),E02000062,E09000003,Barnet
2023010424574,2023,3,2,2,-1,0,0,1,1,1,0,6,31/01/2023,15:50,3,0.034318,51.390141,POINT (3820.2622850435623 6690597.473109424),E02000146,E09000006,Bromley
